V1	V2
XP_015747592.1	GO:0005887;GO:0043235;GO:0042562;GO:0008502;GO:0097159;GO:0007166;GO:0007623;GO:0030828
XP_015747593.1	GO:0005884;GO:0005737;GO:0036464;GO:0031410;GO:0005829;GO:0031901;GO:0070062;GO:0019897;GO:0005925;GO:0000139;GO:0030027;GO:0042470;GO:0016020;GO:0005634;GO:0001891;GO:0032587;GO:0005802;GO:0051117;GO:0005525;GO:0003924;GO:0042826;GO:0019901;GO:0017137;GO:0051022;GO:0030036;GO:0007015;GO:0030041;GO:0048532;GO:0002093;GO:0007411;GO:0045453;GO:0048870;GO:0008283;GO:0045216;GO:0071260;GO:0021894;GO:0021799;GO:0006935;GO:0090103;GO:0048813;GO:0021831;GO:0043652;GO:0003382;GO:0007186;GO:0048873;GO:0006972;GO:0030032;GO:0051668;GO:0002551;GO:1904948;GO:0032707;GO:0030838;GO:0045740;GO:0051894;GO:0043547;GO:0010592;GO:0090023;GO:0043552;GO:0001934;GO:0051496;GO:1900026;GO:0072659;GO:0016601;GO:0030334;GO:0008361;GO:0010762;GO:0014041;GO:0060263;GO:0097178;GO:0071526;GO:0034446;GO:0051932;GO:0060071;GO:0007264;GO:0015031
XP_015747598.1	GO:0005814;GO:0098536;GO:0030030;GO:0098535
XP_015747603.1	GO:0016021;GO:1990604;GO:0005524;GO:0004519;GO:0000287;GO:0004674;GO:0004540;GO:0007257;GO:0006987;GO:0030263;GO:0007050;GO:0070059;GO:0006397;GO:0045892;GO:0006468;GO:0006355;GO:0034976;GO:0016075;GO:0006351
XP_015747604.1	GO:0005634;GO:0007275
XP_015747607.1	GO:0005576;GO:0016021;GO:0016020;GO:0005886;GO:0002116;GO:0019955;GO:0019838;GO:0008201;GO:0046872;GO:0004872;GO:0017154;GO:0005021;GO:0001525;GO:0048846;GO:0007411;GO:0007155;GO:0021675;GO:0010595;GO:0001938;GO:1902285;GO:0061549;GO:0097490;GO:0097491;GO:0048010;GO:0002226;GO:0042381
XP_015747608.1	GO:0005634;GO:0004527;GO:0003676
XP_015747613.1	GO:0005694;GO:0005737;GO:0000784;GO:0005654;GO:0005634;GO:0035861;GO:0005524;GO:0043140;GO:0003677;GO:0009378;GO:0006284;GO:0007569;GO:0071480;GO:0008340;GO:0006259;GO:0000731;GO:0006302;GO:0040007;GO:0031297;GO:0010212;GO:0000722
XP_015747616.1	GO:0032153;GO:0051286;GO:0005737;GO:0044732;GO:0005634;GO:0004842;GO:0008270;GO:0051321;GO:0016567;GO:0042787;GO:0010992
XP_015747627.1	GO:0016324;GO:0005769;GO:0005887;GO:0016020;GO:0005634;GO:0005886;GO:0043235;GO:0008179;GO:0004941;GO:0019899;GO:0051379;GO:0051380;GO:0015459;GO:0042803;GO:0007190;GO:0071880;GO:0007189;GO:0045453;GO:0050873;GO:0007267;GO:0002032;GO:0002024;GO:0031649;GO:0040015;GO:0045986;GO:1901098;GO:0030501;GO:1904504;GO:0043410;GO:1904925;GO:0031398;GO:0045944;GO:0006898;GO:0002028;GO:0001993;GO:0042312;GO:0009409;GO:0002025;GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
XP_015747630.1	GO:0070062
XP_015747632.1	GO:0005635;GO:0005730;GO:0005634;GO:0008139;GO:0000166;GO:0003723;GO:0043047;GO:0000028;GO:0006364;GO:0003676;GO:0008152;GO:0016491;GO:0004308
XP_015747634.1	GO:0005811;GO:0005875;GO:0005524;GO:0008340;GO:0022008;GO:0031427;GO:0042594
XP_015747635.1	GO:0005737;GO:0016021;GO:0005507;GO:0016715;GO:0004500;GO:0006584
XP_015747636.1	GO:0005840;GO:0019843;GO:0003735;GO:0000027;GO:0006412;GO:0003723;GO:0005622
XP_015747637.1	GO:0005576
XP_015747638.1	GO:0005737;GO:0005829;GO:0005795;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0005524;GO:0035175;GO:0072354;GO:0031493;GO:0004672;GO:0019901;GO:0004674;GO:0051301;GO:0090166;GO:0043987;GO:0072355;GO:0007067;GO:0007077;GO:0007084;GO:0046777;GO:0006468;GO:0008360;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
XP_015747641.1	GO:0070822;GO:0042826;GO:0016575;GO:0000122;GO:0006351;GO:0040029;GO:0016570
XP_015747643.1	GO:0070062;GO:0005777;GO:0007417;GO:0021540;GO:0043473;GO:0009791;GO:1901668
XP_015747645.1	GO:0005743;GO:0005762;GO:0005761;GO:0044822;GO:0019843;GO:0003735;GO:0070125;GO:0070126;GO:0000027;GO:0006412
XP_015747653.1	GO:0016592;GO:0005654;GO:0001104;GO:0016567;GO:0006367
XP_015747656.1	GO:0005887;GO:0005886;GO:0004930;GO:0008502;GO:0007166;GO:0007268;GO:0007623;GO:0007187;GO:0042593;GO:0050796;GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0001584;GO:0007186;GO:0016021
XP_015747658.1	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601
XP_015747661.1	GO:0070062
XP_015747663.1	GO:0031461;GO:0005737;GO:0070062;GO:0005794;GO:0016020;GO:0005654;GO:0005634;GO:0000151;GO:0030154;GO:0043086;GO:0045899;GO:0045893;GO:0016567;GO:0010265
XP_015747668.1	GO:0005576;GO:0005615;GO:0005622;GO:0005578;GO:0005509;GO:0005201;GO:0008201;GO:0005179;GO:0034199;GO:0009653;GO:0042593;GO:0006006;GO:0010737;GO:0090287
XP_015747672.1	GO:0004527;GO:0003676;GO:0008270
XP_015747674.1	GO:0005737;GO:0032590;GO:0005887;GO:0032809;GO:0005634;GO:0005886;GO:0004995;GO:0007568;GO:0042538;GO:0045777;GO:0010460;GO:0070474;GO:0042053;GO:0060259;GO:0042220;GO:0032355;GO:0043278;GO:0007217;GO:0001584;GO:0007186;GO:0016021
XP_015747676.1	GO:0030054;GO:0005737;GO:0005887;GO:0031594;GO:0043005;GO:0043025;GO:0005886;GO:0045211;GO:0005578;GO:0031005;GO:0042802;GO:0046982;GO:0042803;GO:0007155;GO:0022416;GO:0048058;GO:0001745;GO:0042051;GO:0031122;GO:0048790;GO:0008045;GO:0007274;GO:0034116;GO:0040017;GO:0001941;GO:0097090;GO:0045467;GO:0008360;GO:0034110;GO:2000331;GO:0019233;GO:0050808;GO:0051124;GO:0016200;GO:0008039;GO:0048499
XP_015747679.1	GO:0005912;GO:0005923;GO:0016021;GO:0005886;GO:0005918;GO:0061689;GO:0030246;GO:0005044;GO:0045217;GO:0090557;GO:0035002;GO:0035159;GO:0034976;GO:1904274
XP_015747683.1	GO:0016829;GO:0019605;GO:0003824;GO:0008152;GO:0004300;GO:0003859
XP_015747685.1	GO:0005737;GO:0012505;GO:0070062;GO:0005576;GO:0005739;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0043087;GO:0031338
XP_015747687.1	GO:0005634;GO:0005509;GO:0006355;GO:0006351
XP_015747688.1	GO:0003824
XP_015747694.1	GO:0022627;GO:0070062;GO:0005925;GO:0016020;GO:0005730;GO:0044822;GO:0019843;GO:0003735;GO:0001649;GO:0006412;GO:0005622;GO:0005840;GO:0042254
XP_015747696.1	GO:0005777;GO:0016491;GO:0008152;GO:0004303;GO:0034821;GO:0034822
XP_015747699.1	GO:0032153;GO:0005829;GO:0010008;GO:0000329;GO:0000139;GO:0005795;GO:0004609;GO:0006656;GO:0006646;GO:0016540
XP_015747700.1	GO:0005737;GO:0004123;GO:0080146;GO:0044540;GO:0030170;GO:0008652;GO:0019344;GO:0070814;GO:0043066;GO:0043123;GO:0051092;GO:0044524;GO:0018272;GO:0006520
XP_015747701.1	GO:0005737;GO:0004123;GO:0003962;GO:0080146;GO:0044540;GO:0030170;GO:0071266;GO:0019343;GO:0006534;GO:0019346
XP_015747702.1	GO:0070062;GO:0016020;GO:0005739;GO:0005777;GO:0016853;GO:0005102;GO:0006635;GO:0009062;GO:0003824;GO:0008152;GO:0000247;GO:0008416;GO:0016863;GO:0018842;GO:0004165
XP_015747703.1	GO:0006355
XP_015747704.1	GO:0006355
XP_015747706.1	GO:0006355
XP_015747710.1	GO:0016021;GO:0005887;GO:0030285;GO:0005886;GO:0004935;GO:0035240;GO:0004952;GO:0001588;GO:0008227;GO:0008226;GO:0007191;GO:0001306;GO:0007212;GO:0007186;GO:0007612;GO:0060158;GO:1903223;GO:0099509;GO:1990834;GO:0001963
XP_015747711.1	GO:0005759;GO:0005524;GO:0004658
XP_015747712.1	GO:0005737;GO:0005829;GO:0005524;GO:0004709;GO:0004672;GO:0019901;GO:0004674;GO:0004702;GO:0008270;GO:0006915;GO:0071260;GO:0038095;GO:0002755;GO:0006468;GO:0004713
XP_015747715.1	GO:0005581;GO:0019012;GO:0005164;GO:0006955;GO:0016020;GO:0005737;GO:0006817
XP_015747716.1	GO:0005581;GO:0019012
XP_015747717.1	GO:0016021;GO:0016020;GO:0031966;GO:0005886;GO:0048306;GO:0017128;GO:0006915;GO:0071222;GO:0042632;GO:0042593
XP_015747718.1	GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0000026;GO:0052926;GO:0052918;GO:0000030;GO:0006488;GO:0006486
XP_015747722.1	GO:0005829;GO:0005886;GO:0051260;GO:0005249;GO:0006813;GO:0008076;GO:0016020
XP_015747724.1	GO:0000139;GO:0016021;GO:0015165;GO:0008643
XP_015747725.1	GO:0030126;GO:0005737;GO:0005829;GO:0005789;GO:0070062;GO:0005615;GO:0000139;GO:0016020;GO:0030133;GO:0005198;GO:0006888;GO:0006891;GO:0006886;GO:0030157;GO:0006890
XP_015747730.1	GO:0050662;GO:0050577;GO:0016853;GO:0042351
XP_015747734.1	GO:0005737;GO:0070062;GO:0019900;GO:0035325;GO:0006914;GO:0030855;GO:0006954;GO:0045087;GO:0016310;GO:0036010;GO:0007165
XP_015747737.1	GO:0016491;GO:0008152;GO:0016630
XP_015747742.1	GO:0003868;GO:0046872;GO:0006559;GO:0006572
XP_015747754.1	GO:0008375;GO:0000287;GO:0010125
XP_015747756.1	GO:0005737;GO:0005524;GO:0000049;GO:0004831;GO:0006437
XP_015747760.1	GO:0005634;GO:0003677;GO:0042393;GO:0046872;GO:0008237;GO:0032403;GO:0004843;GO:0003713;GO:0006338;GO:0035522;GO:0045944;GO:0030334;GO:0051797;GO:0006351;GO:0030163;GO:0043248
XP_015747762.1	GO:0005737;GO:0005794;GO:0002177;GO:0097225;GO:0035082;GO:0048854;GO:0060271;GO:0048702;GO:0009566;GO:0002520;GO:0010259;GO:0060541;GO:0048705;GO:0007283;GO:0005524;GO:0006139;GO:0019201;GO:0005198;GO:0005874;GO:0007018;GO:0016776;GO:0004017;GO:0046899
XP_015747764.1	GO:0005739;GO:0005524;GO:0004351;GO:0004356;GO:0006542
XP_015747766.1	GO:0005737;GO:0004421;GO:0006695;GO:0008299;GO:0006084
XP_015747767.1	GO:0005737;GO:0005851;GO:0016779;GO:0003743;GO:0051716;GO:0014003;GO:0043547;GO:0006413;GO:0006412
XP_015747774.1	GO:0070062;GO:0030246;GO:0008283;GO:0005529;GO:0002226;GO:0001867
XP_015747777.1	GO:0005737;GO:0016021;GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0051301
XP_015747778.1	GO:0031225;GO:0005886
XP_015747782.1	GO:0016607;GO:0005681;GO:0003723;GO:0006397;GO:0008380
XP_015747788.1	GO:0008168;GO:0008757
XP_015747797.1	GO:0005789;GO:0031090;GO:0070330;GO:0032451;GO:0020037;GO:0005506;GO:0004497;GO:0050649;GO:0017144;GO:0070989;GO:0006118;GO:0050381
XP_015747798.1	GO:0005789;GO:0031090;GO:0070330;GO:0020037;GO:0005506;GO:0004497;GO:0016491;GO:0006118
XP_015747803.1	GO:0005814;GO:0005929;GO:0005634;GO:0031616;GO:0051539;GO:0005524;GO:0046872;GO:0030030;GO:0016226
XP_015747804.1	GO:0005730;GO:0006357
XP_015747805.1	GO:0015629;GO:0032154;GO:0043034;GO:0005737;GO:0005925;GO:0071437;GO:0036449;GO:0030496;GO:0005634;GO:0005886;GO:0002102;GO:0051015;GO:0007010;GO:0032467;GO:0007519;GO:0003779
XP_015747806.1	GO:0016021;GO:0042720;GO:0004252;GO:0008015;GO:0007420;GO:0006974;GO:0061300;GO:0033108;GO:0001541;GO:0030728;GO:0006627;GO:0022904;GO:0006465;GO:0007283;GO:0006801;GO:0006508;GO:0008236;GO:0016020;GO:0004244;GO:0008717
XP_015747807.1	GO:0005737;GO:0005845;GO:0003743;GO:0006417;GO:0003723;GO:0006413;GO:0006412
XP_015747808.1	GO:0009897;GO:0070062;GO:0031012;GO:0005615;GO:1903561;GO:0019897;GO:0016020;GO:0005178;GO:0008429;GO:0001786;GO:0001525;GO:0007155;GO:0006911;GO:0006910;GO:2000427;GO:0050766;GO:0007338
XP_015747809.1	GO:0005737;GO:0005886;GO:0005509;GO:0004435;GO:0004629;GO:0004871;GO:0035556;GO:0016042;GO:0046488;GO:0007165;GO:0007242;GO:0006629
XP_015747814.1	GO:0016021
XP_015747815.1	GO:0005634;GO:0003677;GO:0034648;GO:0034647;GO:0016706;GO:0008270;GO:0008340;GO:0034720;GO:0006355;GO:0040028;GO:0006351
XP_015747817.1	GO:0030424;GO:0005737;GO:0030425;GO:0031901;GO:0005887;GO:0005886;GO:0005524;GO:0097161;GO:0005004;GO:0004672;GO:0005005;GO:0007628;GO:0007155;GO:0021957;GO:0048013;GO:0097156;GO:0097155;GO:0008045;GO:0048681;GO:0072178;GO:0018108;GO:0043507;GO:2001108;GO:0046777;GO:0048710;GO:0050770;GO:0061001;GO:0043087;GO:0035282;GO:0001756;GO:0005003;GO:0016020
XP_015747820.1	GO:0005813;GO:0005737;GO:0005634;GO:0046872;GO:0004518
XP_015747823.1	GO:0005737;GO:0005768;GO:0010008;GO:0043231;GO:0016020;GO:0005886;GO:0009506;GO:0005509;GO:0005525;GO:0016787;GO:0032456;GO:0006897;GO:0042538;GO:0051260
XP_015747824.1	GO:0005737;GO:0005794;GO:0016020;GO:0005509;GO:0004843;GO:0016579;GO:0006511;GO:0004197;GO:0004221;GO:0006512;GO:0007268;GO:0048167
XP_015747828.1	GO:0005680;GO:0005634;GO:0019903;GO:0051301;GO:0007067;GO:0070979
XP_015747835.1	GO:0016021;GO:0005886;GO:0004980
XP_015747843.1	GO:0005737;GO:0005634;GO:0006915
XP_015747845.1	GO:0046872;GO:0004843;GO:0030968;GO:0030433;GO:0035871;GO:1990167;GO:0035523;GO:1990168;GO:0071108;GO:0070536
XP_015747846.1	GO:0005576;GO:0004222;GO:0008270;GO:0006508;GO:0008533;GO:0008237
XP_015747847.1	GO:0016023;GO:0005829;GO:0070062;GO:0005794;GO:0043231;GO:0005764;GO:0031982;GO:0008239;GO:0004185;GO:0008236
XP_015747854.1	GO:0005730;GO:0005634;GO:0000166;GO:0044822;GO:0003676
XP_015747855.1	GO:0005794;GO:0016021;GO:0031226;GO:0045121;GO:0030670;GO:0004872;GO:0004888;GO:0071726;GO:0071727;GO:0006954;GO:0045087;GO:0002755;GO:0050729;GO:0050707;GO:0034134;GO:0002224;GO:0016020
XP_015747856.1	GO:0005789;GO:0016021;GO:0005506;GO:0031418;GO:0004656;GO:0016706;GO:0019538
XP_015747857.1	GO:0005662;GO:0005654;GO:0003684;GO:0003697;GO:0006284;GO:0006260;GO:0000724;GO:0006298;GO:0006289;GO:0042127;GO:0007346
XP_015747858.1	GO:0030054;GO:0005737;GO:0061700;GO:0005765;GO:0005654;GO:0005634;GO:0034629;GO:0034198;GO:0032008;GO:0006281
XP_015747867.1	GO:0030176;GO:0031090;GO:0043235;GO:0050613;GO:0050661;GO:0016627;GO:0006695;GO:0016126;GO:0016020
XP_015747869.1	GO:0005886;GO:0001518;GO:0022843;GO:0005248;GO:0086010;GO:0019228;GO:0042048;GO:0007608;GO:0030431;GO:0035725;GO:0006814;GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0005245;GO:0007268
XP_015747871.1	GO:0016021;GO:0005886;GO:0004980
XP_015747872.1	GO:0001518;GO:0005248;GO:0005261;GO:0006812;GO:0016020;GO:0006814;GO:0005216;GO:0006811;GO:0005245;GO:0007268
XP_015747873.1	GO:0005737;GO:0005887;GO:0005886;GO:0004978;GO:0004977;GO:0007186;GO:0007187;GO:0001890;GO:0030819
XP_015747874.1	GO:0016021;GO:0005886;GO:0004980
XP_015747875.1	GO:0045177;GO:0071944;GO:0005737;GO:0031234;GO:0045172;GO:0005886;GO:0005524;GO:0046872;GO:0004715;GO:0004713;GO:0030036;GO:0007349;GO:0007619;GO:0008340;GO:0042023;GO:0007391;GO:0007301;GO:0008258;GO:0007485;GO:0007476;GO:0045087;GO:0007254;GO:0030717;GO:0048477;GO:0007424;GO:0030723;GO:0007300;GO:0038083;GO:0018108;GO:0006468;GO:0030833;GO:0042127;GO:0044719;GO:0007435;GO:0046960;GO:0035277;GO:0007169
XP_015747877.1	GO:0005737;GO:0018479;GO:0001758;GO:0042572
XP_015747878.1	GO:0005634;GO:0003677;GO:0046872;GO:0003723;GO:0003700;GO:0006351
XP_015747887.1	GO:0008721;GO:0070178;GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
XP_015747888.1	GO:0016021;GO:0005887;GO:0004935;GO:0008227;GO:0004993;GO:0004989;GO:0007189;GO:0007188;GO:0007186;GO:0045886;GO:0010579;GO:0007210;GO:0001584;GO:0004969;GO:0031808
XP_015747896.1	GO:0005886;GO:0005509;GO:0016757;GO:0005123
XP_015747898.1	GO:0005737;GO:0005829;GO:0005794;GO:0005654;GO:0005634;GO:0005123;GO:0006919;GO:0006915;GO:0006974;GO:0006977;GO:0043066;GO:0043065;GO:1902043;GO:0051092;GO:0042981;GO:0007165;GO:0005515
XP_015747900.1	GO:0005737;GO:0005794;GO:0005634;GO:0006919;GO:0006915;GO:0006974;GO:0006977;GO:0043066;GO:2001235;GO:2001238;GO:1902043
XP_015747903.1	GO:0016021;GO:0005887;GO:0032421;GO:0005262;GO:0015278;GO:0015267;GO:0005216;GO:0097604;GO:0070588;GO:0006816;GO:0007166;GO:0050968;GO:0050966;GO:0051289;GO:0009409;GO:0042493;GO:0042542;GO:0014070;GO:0010033;GO:0048265;GO:0019233;GO:0050955
XP_015747905.1	GO:0070937;GO:0005794;GO:0005743;GO:0005886;GO:0003677;GO:0044822;GO:0070966;GO:0006355
XP_015747906.1	GO:0030424;GO:0005813;GO:0032154;GO:0070062;GO:0005828;GO:0005739;GO:0005771;GO:0048471;GO:0045335;GO:0005886;GO:0043234;GO:0055037;GO:0055038;GO:0000922;GO:0005802;GO:0030133;GO:0005525;GO:0003924;GO:0030953;GO:0000910;GO:0090150;GO:0072594;GO:0006887;GO:1990182;GO:0032402;GO:0007080;GO:0090307;GO:0036258;GO:0031175;GO:0045773;GO:0010634;GO:0010971;GO:0072659;GO:0015031;GO:0048169;GO:0010796;GO:0051223;GO:0060627;GO:0007264
XP_015747907.1	GO:0005737;GO:0003677;GO:0003723;GO:0006355
XP_015747908.1	GO:0005737;GO:0043231;GO:0016020;GO:0005739;GO:0005654;GO:0005525;GO:0007165
XP_015747909.1	GO:0016021;GO:0005886;GO:0046875;GO:0035475;GO:0009952;GO:0007411;GO:0007412;GO:0001568;GO:0007155;GO:0002042;GO:0048013;GO:0003404;GO:0050920;GO:0021654;GO:0001756;GO:0008039;GO:0016020
XP_015747916.1	GO:0005730;GO:0005634;GO:0046872;GO:0044822
XP_015747917.1	GO:0005576;GO:0005886;GO:0102007;GO:0004064;GO:0046872;GO:0019439;GO:0009636;GO:0004063
XP_015747918.1	GO:0005789;GO:0031090;GO:0070330;GO:0020037;GO:0005506;GO:0004497;GO:0006118;GO:0050381
XP_015747919.1	GO:0005783;GO:0005794;GO:0048471;GO:0006888
XP_015747920.1	GO:0000777;GO:0031080;GO:0051315;GO:0051301;GO:0007080;GO:0051028;GO:0006999;GO:0015031
XP_015747921.1	GO:0005737;GO:0005829;GO:1902560;GO:0003920;GO:0046872;GO:0046037;GO:0006144;GO:0015951;GO:0043101;GO:0003824
XP_015747922.1	GO:0043231;GO:0016020;GO:0005739;GO:0005654;GO:0005782;GO:0004165;GO:0000062;GO:0005102;GO:0044255;GO:0006635;GO:0009062;GO:0003824;GO:0008152
XP_015747924.1	GO:0016021;GO:0005887;GO:0035240;GO:0004952;GO:0001588;GO:0008227;GO:0004930;GO:0007212;GO:0007186;GO:0001963;GO:0001584;GO:0008502
XP_015747925.1	GO:0071013;GO:0005737;GO:0005634;GO:0071011;GO:0003729;GO:0000166;GO:0008143;GO:0003723;GO:0006378;GO:0000398;GO:0022008;GO:0000289;GO:0003676
XP_015747926.1	GO:0005927;GO:0030891;GO:0035556;GO:0030239;GO:0016567;GO:0045214;GO:0007242
XP_015747927.1	GO:0031012;GO:0005794;GO:0032580;GO:0000139;GO:0016021;GO:0003831;GO:0008378;GO:0030145;GO:0046525;GO:0006464;GO:0043206;GO:0006024;GO:0030203;GO:0048147;GO:0006487;GO:0006029;GO:0005975;GO:0016757
XP_015747928.1	GO:0030425;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0003723;GO:0030198;GO:0048286;GO:0000122;GO:1902035;GO:0006351
XP_015747929.1	GO:0005634;GO:0003824;GO:0035064;GO:0008152;GO:0004165
XP_015747931.1	GO:0016021;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004685;GO:0007268;GO:0048167
XP_015747934.1	GO:0005737;GO:0043240;GO:0005654;GO:0005634;GO:0006281;GO:0008585;GO:0036297;GO:0008584;GO:0007140;GO:0006461;GO:2000348;GO:0042127;GO:0050727;GO:0045589;GO:0051090
XP_015747935.1	GO:0005634;GO:0003824;GO:0008152;GO:0000785;GO:0003682;GO:0006333
XP_015747936.1	GO:0070062;GO:0005764;GO:0046872;GO:0043890;GO:0008152;GO:0008484;GO:0004773
XP_015747938.1	GO:0016021;GO:0005886;GO:0001609
XP_015747939.1	GO:0005634;GO:0006333;GO:0016569;GO:0006355;GO:0006351
XP_015747940.1	GO:0030424;GO:0005911;GO:0005887;GO:0005509;GO:0030246;GO:0004930;GO:0007166;GO:0098609;GO:0001764;GO:0007416
XP_015747942.1	GO:0016324;GO:0070062;GO:0005925;GO:0005887;GO:0005524;GO:0005518;GO:0038062;GO:0004714;GO:0031214;GO:0035988;GO:0030199;GO:0038063;GO:0003416;GO:0001503;GO:0018108;GO:0008284;GO:0090091;GO:0010763;GO:0048146;GO:0045669;GO:0045860;GO:0051091;GO:0046777;GO:0030500;GO:0007169
XP_015747943.1	GO:0016021;GO:0005886;GO:0008076;GO:0005251;GO:0005267;GO:0006813;GO:0051260
XP_015747945.1	GO:0005578;GO:0005509;GO:0030246;GO:0005201;GO:0005540;GO:0007155;GO:0007417;GO:0001501
XP_015747946.1	GO:0005634;GO:0005524;GO:0016887;GO:0000027
XP_015747953.1	GO:0005783;GO:0005788;GO:0005739;GO:0044325;GO:0006915;GO:0000045;GO:0034497;GO:0072661;GO:0016032
XP_015747954.1	GO:0005737;GO:0033503;GO:0000790;GO:0005524;GO:0061630;GO:0031625;GO:0006281;GO:0016574;GO:0043161;GO:0000209;GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
XP_015747967.1	GO:0005737;GO:0000932;GO:0071011;GO:0003723;GO:0008595;GO:0045450;GO:0001700;GO:0046331;GO:0000398;GO:0007300;GO:0045451;GO:0007317;GO:0007283
XP_015747968.1	GO:0000785;GO:0070062;GO:0005634;GO:0032116;GO:0003682;GO:0070087;GO:0042826;GO:0036033;GO:0008022;GO:0047485;GO:0007420;GO:0034613;GO:0006974;GO:0071481;GO:0050890;GO:0048589;GO:0042471;GO:0048701;GO:0048557;GO:0035115;GO:0048703;GO:0035261;GO:0048592;GO:0060325;GO:0045444;GO:0035136;GO:0061010;GO:0007507;GO:0003007;GO:0034088;GO:0007064;GO:0000122;GO:0045892;GO:0003151;GO:0031065;GO:0040018;GO:0045778;GO:0045944;GO:0048638;GO:0045995;GO:0042634;GO:0007605;GO:0019827;GO:0061038
XP_015747969.1	GO:0016021;GO:0005886;GO:0005524;GO:0030246;GO:0004674
XP_015747979.1	GO:0005814;GO:0097539;GO:0071439;GO:0070062;GO:0030276;GO:0008022;GO:0017080;GO:0042384;GO:0045162
XP_015747982.1	GO:0005789;GO:0070062;GO:0016021;GO:0016020;GO:0004573;GO:0009311;GO:0006487
XP_015747983.1	GO:0016021;GO:0007600
XP_015747984.1	GO:0003824
XP_015747985.1	GO:0000781;GO:0000783;GO:0005654;GO:0098505;GO:0043047;GO:0010521;GO:0051974;GO:0032210;GO:0016233;GO:0000723;GO:0007004;GO:0000784;GO:0003677;GO:0006260
XP_015747986.1	GO:0005634;GO:0003677;GO:0003690;GO:0000977;GO:0001077;GO:0007275;GO:0048511;GO:0035914;GO:0006366;GO:0006355
XP_015747987.1	GO:0005634;GO:0003677;GO:0000977;GO:0001077;GO:0007275;GO:0045944;GO:0045893;GO:0006355
XP_015747989.1	GO:0031305;GO:0016020;GO:0017133;GO:0005743;GO:0031966;GO:0005739;GO:0051539;GO:0009055;GO:0004174;GO:0046872;GO:0016491;GO:0043783;GO:0048038;GO:0048039;GO:0022900;GO:0033539;GO:0006979
XP_015748006.1	GO:0004190;GO:0003677;GO:0003887;GO:0004519;GO:0046872;GO:0003723;GO:0003964;GO:0015074;GO:0006310
XP_015748009.1	GO:0005913;GO:0098641;GO:0032403
XP_015748011.1	GO:0005813;GO:0005737;GO:0005869;GO:0070062;GO:1990752;GO:0043209;GO:0005524;GO:0005515;GO:0003774;GO:0005200;GO:0005884
XP_015748013.1	GO:0005634;GO:0003677
XP_015748021.1	GO:0005635;GO:0005509
XP_015748022.1	GO:0046658;GO:0001764
XP_015748024.1	GO:0005887;GO:0008195;GO:0046839;GO:0006644;GO:0007165
XP_015748029.1	GO:0030054;GO:0005737;GO:0005886;GO:0042734;GO:0019992;GO:0046872;GO:0007268;GO:0006887;GO:0035556;GO:0046928
XP_015748030.1	GO:0005737;GO:0005789;GO:0005886;GO:0043234;GO:0008047;GO:0030234;GO:0005096;GO:0046982;GO:0017137;GO:0097051;GO:0006886;GO:2000786;GO:1903373;GO:1903061;GO:0043087
XP_015748032.1	GO:0005737;GO:0005829;GO:0071782;GO:0070062;GO:0016020;GO:0005635;GO:0031965;GO:0034399;GO:0005643;GO:0005654;GO:0019899;GO:0008139;GO:0044822;GO:0019904;GO:0008565;GO:0008270;GO:0006309;GO:0030953;GO:0040001;GO:0045184;GO:0075733;GO:0007079;GO:0007080;GO:0090307;GO:0019054;GO:0006607;GO:0006606;GO:0000059;GO:0000060;GO:0031291;GO:0006610
XP_015748033.1	GO:0005887;GO:0031513;GO:0005886;GO:0004930;GO:0004983;GO:0007166;GO:0051384;GO:0001584;GO:0007186;GO:0016021;GO:0004993
XP_015748035.1	GO:0005737;GO:0005886;GO:0030234;GO:0005096;GO:0046982;GO:2000786;GO:1903061;GO:0043087
XP_015748037.1	GO:0005576
